ID,Name,Description,URL,Created,Types,Access Modes,Alt. Names / Keywords,Use Proxy,Friendly URL,Subjects,More Info,Map Ct,New,Trial,Featured,Permitted Uses
54267173,Art in the Christian Tradition,Images representing the continuum of the practice of Christianity from the 1st century A.D  to the present.,http://diglib.library.vanderbilt.edu/act-search.pl,4/29/20 7:12,Divinity Library,,,No,artchristian,"Art, Biblical Studies, Church/Religious History, Religious Studies, Theological Studies",Coverage: 1st century A.D. to the present.,0,No,No,No,
80086095,Art Song Transpositions,"Digital sheet music database of 13,000+ arts songs and baroque arias available in multiple keys. Request a new key, new repertoire, and download existing repertoire. All transpositions are edited by musicians.",https://artsonginstitutional.com/,3/5/25 12:40,Music Library,,,Yes,artsongtranspositions,Music,,0,No,No,No,
21456611,ARTbibliographies Modern (ABM),"Abstracts of journal articles, books, essays, exhibition catalogs, PhD dissertations, and exhibition reviews on all forms of modern and contemporary art. Abstracts of material on famous and lesser-known artists, movements, and trends. Includes illustration, painting, printmaking, sculpture, and drawing, performance art and installation works, video art, computer and electronic art, body art, graffiti, artist's books, theatre arts, conservation, crafts, ceramic and glass art, ethnic arts, graphic and museum design, fashion, and calligraphy.",https://search.proquest.com/artbibliographies?accountid=14816,5/10/16 14:59,,,art bibliographies bibliography,Yes,artbibliographies,"Art, Latin American Studies",Coverage: 1960s-.;,28,No,No,No,
35186894,Arte Público Hispanic Historical Collection,"Hispanic history, literature, political commentary, and culture in the United States. Articles, political and religious pamphlets and broadsides, and historical books in Spanish and English.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=h6a,h6b",8/24/17 12:54,,,Público,Yes,artepublico,"History, Latin American Studies, Latinx Studies",,19,No,No,No,
21456614,ARTFL Project,French resources ranging from classic works of French literature to various kinds of non-fiction and technical writing.,https://artfl-project.uchicago.edu/,5/10/16 14:59,,,The Project for American and French Research on the Treasury of the French Language Pamphlets and Periodicals of the French Revolution of 1848,Yes,artfl,French,Coverage: 13th - 20th centuries.,2,No,No,No,
21456615,artnet,"Please click login in upper right of screen to access the resource. Archive of auction results from international auction houses. Covers paintings, drawings, sculpture, watercolors, prints, photography and works on paper as well as 20th Century Design.",http://www.artnet.com/,5/10/16 14:59,,,,Yes,artnet,Art,,0,No,No,No,
21456616,Artstor,"Digital images in the arts, architecture, humanities, and sciences with an accessible suite of software tools for teaching and research. Collections from museums, photographers, libraries, scholars, photo archives, and artists and artists' estates. Access Note: To download images or use other advanced features, individuals must register for an individual user account.",https://www.jstor.org/site/artstor/,5/10/16 14:59,Divinity Library,,artstore,Yes,artstor,"Anthropology, Art, Church/Religious History, Classics, Religious Studies",,152,No,No,No,
52269577,Arxiv: The Preprint Server for Physics and More,"Archive of scholarly journals in the fields of physics, mathematics, computer science, quantitative biology, quantitative finance, statistics, electrical engineering and systems science, and economics.",https://arxiv.org/,2/10/20 11:31,Science and Engineering Library,,,No,arxiv,Science,,3,No,No,No,
26038203,ASH Image Bank,Images relating to hematologic topics; case studies.,http://imagebank.hematology.org/,10/13/16 16:09,Biomedical Library,,,No,ashimage,Biomedical/Health Sciences,,0,No,No,No,
2504471,Asia Studies Full-text Online,"Reports on business, government, economic, and social issues in Asia, Australia/New Zealand, Pacific Rim countries, and Pacific islands. Finance, trade, environment, HR development, government, tourism, education, women's studies, etc.",http://www.asia-studies.com,2/18/09 19:48,Management Library,,asian,Yes,asiastudies,"Asian Studies, Business, Economics",,1,No,No,No,
43017618,askART,"Biographical information about American artists, book and periodical references, and international artists’ auction records and images.",https://www.askart.com/,7/11/18 15:31,,,Ask Art,Yes,askart,Art,,0,No,No,No,
67787508,Aspen Learning Library,"Study aids from the following series: Examples & Explanations, Emanuel Law Outlines, Emanuel CrunchTime, Glannon Guides, Casenote Legal Briefs, Academic Success, Inside Series, Friedman’s Practice Series, and more.",https://aspenlearninglibrary.com/,7/26/22 9:00,Law Library,,,Yes,aspenlearning,Law,,5,No,No,No,
35187095,Associated Press Collections Archive,"Original wire copy, personal papers, AP style books, and internal publications from the Associated Press Corporate Archive. Videos from the AP Archive and images from AP Images archive.",https://link.gale.com/apps/APOA?u=nash87800,8/24/17 13:01,,,ap,Yes,associatedpress,News and Newspapers,Coverage: Mid-1800s through the twentieth century.,39,No,No,No,
21456619,Association of Religion Data Archives (ARDA),"Data sets for the study of American religion. American and international collections: statistics on adherents, information on religious freedom, and public opinion data related to religious issues. Compare up to eight nations.",http://www.thearda.com/,5/10/16 14:59,Divinity Library,,arda,No,associationreligiondata,"Church/Religious History, Datasets and Statistics, Religious Studies",,0,No,No,No,
21456620,ASTM Standards and Engineering Digital Library,"Standards and technical engineering information. Covers aerospace, biomedical, chemical, civil, environmental, geological, health and safety, industrial, materials science, mechanical, nuclear, petroleum, soil science, and solar engineering.",https://secure.astm.org/login?redirectUrl=aHR0cHM6Ly9jb21wYXNzLmFzdG0ub3Jn&newApproach=true,5/10/16 14:59,Science and Engineering Library,,,Yes,astmstandards,"Biomedical Engineering, Engineering",,28,No,No,No,
21456621,"ATLA (American Theological Library Association) Historical Monographs Collection, Series 1 & 2","Publications documenting the recovery of languages used during the biblical era, the conflict between religion and science, the growing interest in Eastern religions and other world religions, and significant shifts in the religious identification of Americans, among many other topics.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=h7h,h8h",5/10/16 14:59,Divinity Library,,atla ATLA Historical Monographs Collection,Yes,atlamonographs,"Biblical Studies, Church/Religious History, Primary Sources, Religious Studies, Theological Studies",Coverage: 13th century to 1923.,14,No,No,No,
43017619,"ATLA (American Theological Library Association) Historical Monographs Collection, Series 1 & 2 (Alumni Access)","Publications documenting the recovery of languages used during the biblical era, the conflict between religion and science, the growing interest in Eastern religions and other world religions, and significant shifts in the religious identification of Americans, among many other topics. Alumni login using their VUNetID.","http://proxy.library.vanderbilt.edu:8181/login?url=https://search.ebscohost.com/login.aspx?profile=alumni&defaultdb=h7h,h8h&authtype=ip,uid",7/11/18 15:31,Alumni,,atla ATLA Historical Monographs Collection,No,atlamonographsalumni,"Biblical Studies, Church/Religious History, Primary Sources, Theological Studies","To obtain or reset a VUNetID, submit a request via the link Ask a Librarian with your full name, school name and the year of graduation.;Coverage: 13th century to 1893.",0,No,No,No,
26038204,ATLA (American Theological Library Association) Religion Database with ATLA Serials (Alumni Access),"Index to journal articles, book reviews, and collections of essays in all fields of religion. Some full text. Alumni login using their VUNetID.","http://proxy.library.vanderbilt.edu:8181/login?url=https://search.ebscohost.com/login.aspx?profile=alumni&defaultdb=lsdah&authtype=ip,uid",10/13/16 16:09,Alumni,,atla religion database atla serials  alta,No,atlaserialsalumni,Religious Studies,"To obtain or reset a VUNetID, submit a request via the link Ask a Librarian with your full name, school name and the year of graduation.;Coverage: 19th century to present",12,No,No,No,
7924179,ATLA (American Theological Library Association) Religion Database with ATLA Serials PLUS,"Index to journal articles, book reviews, and collections of essays in all fields of religion. Some full text.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=lsdar",1/13/15 11:07,Divinity Library,,atla religion database atla serials  alta,Yes,atlaserials,"Anthropology, Biblical Studies, Church/Religious History, Classics, Islamic Studies, Jewish Studies, Philosophy, Religious Studies, Theological Studies",Coverage: 19th century to present.,57,No,No,No,
21456623,Atlanta Constitution (1868-1984),Full page and article images with searchable full text back to the first issue. Digital reproductions providing access to every page from every available issue.,https://search.proquest.com/hnpatlantaconstitution2?accountid=14816,5/10/16 14:59,,,Journal Daily,Yes,atlantaconstitution,"African American and Diaspora Studies, History",Coverage: 1868 to 1984.,9,No,No,No,
21456625,"Avalon Project: Documents in Law, History, and Diplomacy","Digital documents, including ebooks, relevant to the fields of law, history, economics, politics, diplomacy and government.",http://avalon.law.yale.edu/about/purpose.asp,5/10/16 14:59,Law Library,,yale law school,No,avalon,"History, Law, Law: Legal History, Political Science",Coverage: Covers ancient times (BCE) to the present.,18,No,No,No,
21456626,Avery Index to Architectural Periodicals,"Comprehensive American guide to the current literature of architecture and design. Index of international, scholarly and popular periodical literature, including publications of professional associations; US state and regional periodicals; and major serial publications in the architecture and design of Europe, Asia, Latin America and Australia.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=bvh",5/10/16 14:59,,,Getty archtects archtecture,Yes,avery,Art,Coverage: 1930s to the present; selective coverage dating back to the 1860s.;,49,No,No,No,
